Code;end date;Group/Investment;ISIN;Perf Y1;Perf Y3;Perf Y5;Vol Y1;Vol Y3;Vol Y5
F00000JPT5;10/02/2014;iMGP Italian Opportunities I EUR;LU0536296873;32.14%;;;21.41%;;
F00000NCCS;10/02/2014;iMGP US High Yield I USD;LU0688633840;7.38%;;;4.09%;;
F00000OU30;10/02/2014;iMGP US Value R USD;LU0821216842;14.85%;;;12.30%;;
F00000Q0N6;10/02/2014;iMGP Sustainable Europe I EUR;LU0933606302;;;;14.60%;;
F00000Q0P4;10/02/2014;iMGP US Small&Mid Company Gr I USD;LU0933609405;;;;17.64%;;
F00000QHZ0;10/02/2014;iMGP US Core Plus I M USD;LU0970691233;;;;2.93%;;
F00000UQH8;10/02/2014;iMGP Absolute Return GBP I M GBP;LU1130232017;4.84%;;;3.82%;;
XIUSA00108;10/02/2014;Bloomberg Euro Agg Bond TR EUR;;4.69%;;;3.19%;;
XIUSA000MH;10/02/2014;Bloomberg US Interm Credit TR USD;;1.17%;;;3.36%;;
EUCA000564;10/02/2014;EAA Fund EUR Cautious Allocation - Global;;3.27%;;;1.96%;;
EUCA000690;10/02/2014;EAA Fund EUR Corporate Bond;;4.69%;;;1.90%;;
EUCA000587;10/02/2014;EAA Fund EUR Diversified Bond;;3.70%;;;1.73%;;
EUCA000922;10/02/2014;EAA Fund EUR Subordinated Bond;;10.10%;;;2.11%;;
EUCA000511;10/02/2014;EAA Fund Europe Large-Cap Blend Equity;;18.00%;;;11.64%;;
EUCA000621;10/02/2014;EAA Fund GBP Allocation 0-20% Equity;;3.99%;;;2.83%;;
EUCA000640;10/02/2014;EAA Fund Italy Equity;;30.30%;;;17.78%;;
EUCA000915;10/02/2014;EAA Fund Japan Flex-Cap Equity;;35.32%;;;24.62%;;
EUCA000812;10/02/2014;EAA Fund Multistrategy EUR;;3.36%;;;2.70%;;
EUCA001010;10/02/2014;EAA Fund Multistrategy USD;;1.18%;;;4.02%;;
EUCA000528;10/02/2014;EAA Fund US Large-Cap Value Equity;;20.57%;;;10.58%;;
EUCA000853;10/02/2014;EAA Fund US Mid-Cap Equity;;25.37%;;;11.81%;;
EUCA000691;10/02/2014;EAA Fund USD Corporate Bond;;1.66%;;;3.25%;;
EUCA000746;10/02/2014;EAA Fund USD Flexible Allocation;;5.07%;;;5.33%;;
EUCA000583;10/02/2014;EAA Fund USD High Yield Bond;;6.48%;;;3.27%;;
FOUSA08SQ4;10/02/2014;FTSE Italia AllShare PR EUR;;21.73%;;;23.03%;;
FOUSA08IE9;10/02/2014;ICE BofA EUR Overnight OR TR EUR;;0.11%;;;0.01%;;
FOUSA05UOK;10/02/2014;ICE BofA Euro Corporate TR EUR;;4.69%;;;2.65%;;
FOUSA08BV1;10/02/2014;ICE BofA Euro Subod Fin TR EUR;;9.75%;;;3.72%;;
F000016NOS;10/02/2014;ICE BofA SONIA Overnight Bid TR GBP;;0.36%;;;0.02%;;
XIUSA04CX8;10/02/2014;ICE BofA US 3M Trsy Bill TR USD;;0.08%;;;0.04%;;
XIUSA04EPI;10/02/2014;ICE BofA US High Yield TR USD;;7.77%;;;3.61%;;
FOUSA07WOV;10/02/2014;MSCI Europe NR EUR;;18.08%;;;14.51%;;
FOUSA09G33;10/02/2014;MSCI US Small Cap Growth NR USD;;32.82%;;;18.94%;;
XIUSA04FKR;10/02/2014;MSCI USA Value NR USD;;18.98%;;;13.83%;;
XIUSA04G92;10/02/2014;S&P 500 TR USD;;22.35%;;;13.98%;;
FOUSA06GBU;10/02/2014;TOPIX TR JPY;;28.38%;;;29.69%;;
F0GBR05TBZ;03/02/2014;iMGP European Corporate Bds C EUR;LU0167813129;7.82%;;;3.79%;;
F000002OH8;03/02/2014;iMGP Euro Fixed Income I EUR;LU0335770102;6.21%;;;3.83%;;
F00000JPT5;03/02/2014;iMGP Italian Opportunities I EUR;LU0536296873;26.56%;;;21.34%;;
F00000NCCS;03/02/2014;iMGP US High Yield I USD;LU0688633840;6.34%;;;4.07%;;
F00000OU30;03/02/2014;iMGP US Value R USD;LU0821216842;10.41%;;;12.10%;;
F00000Q0N6;03/02/2014;iMGP Sustainable Europe I EUR;LU0933606302;;;;14.47%;;
F00000Q0P4;03/02/2014;iMGP US Small&Mid Company Gr I USD;LU0933609405;;;;17.58%;;
F00000QHZ0;03/02/2014;iMGP US Core Plus I M USD;LU0970691233;;;;3.00%;;
F00000UQH8;03/02/2014;iMGP Absolute Return GBP I M GBP;LU1130232017;4.40%;;;3.80%;;
XIUSA00108;03/02/2014;Bloomberg Euro Agg Bond TR EUR;;5.00%;;;3.16%;;
XIUSA000MH;03/02/2014;Bloomberg US Interm Credit TR USD;;1.37%;;;3.35%;;
EUCA000564;03/02/2014;EAA Fund EUR Cautious Allocation - Global;;2.70%;;;1.93%;;
EUCA000690;03/02/2014;EAA Fund EUR Corporate Bond;;4.84%;;;1.90%;;
EUCA000587;03/02/2014;EAA Fund EUR Diversified Bond;;3.80%;;;1.74%;;
EUCA000922;03/02/2014;EAA Fund EUR Subordinated Bond;;10.28%;;;2.11%;;
EUCA000511;03/02/2014;EAA Fund Europe Large-Cap Blend Equity;;13.86%;;;11.50%;;
EUCA000621;03/02/2014;EAA Fund GBP Allocation 0-20% Equity;;3.44%;;;2.81%;;
EUCA000640;03/02/2014;EAA Fund Italy Equity;;24.62%;;;17.64%;;
EUCA000915;03/02/2014;EAA Fund Japan Flex-Cap Equity;;31.26%;;;24.61%;;
EUCA000812;03/02/2014;EAA Fund Multistrategy EUR;;2.65%;;;2.69%;;
EUCA001010;03/02/2014;EAA Fund Multistrategy USD;;1.03%;;;4.01%;;
EUCA000528;03/02/2014;EAA Fund US Large-Cap Value Equity;;17.27%;;;10.42%;;
EUCA000853;03/02/2014;EAA Fund US Mid-Cap Equity;;21.84%;;;11.68%;;
EUCA000691;03/02/2014;EAA Fund USD Corporate Bond;;1.86%;;;3.24%;;
EUCA000746;03/02/2014;EAA Fund USD Flexible Allocation;;2.73%;;;5.22%;;
EUCA000583;03/02/2014;EAA Fund USD High Yield Bond;;5.53%;;;3.26%;;
FOUSA08SQ4;03/02/2014;FTSE Italia AllShare PR EUR;;14.83%;;;22.95%;;
FOUSA08IE9;03/02/2014;ICE BofA EUR Overnight OR TR EUR;;0.11%;;;0.01%;;
FOUSA05UOK;03/02/2014;ICE BofA Euro Corporate TR EUR;;4.99%;;;2.64%;;
FOUSA08BV1;03/02/2014;ICE BofA Euro Subod Fin TR EUR;;10.37%;;;3.74%;;
F000016NOS;03/02/2014;ICE BofA SONIA Overnight Bid TR GBP;;0.36%;;;0.02%;;
XIUSA04CX8;03/02/2014;ICE BofA US 3M Trsy Bill TR USD;;0.08%;;;0.04%;;
XIUSA04EPI;03/02/2014;ICE BofA US High Yield TR USD;;6.84%;;;3.60%;;
FOUSA07WOV;03/02/2014;MSCI Europe NR EUR;;13.59%;;;14.40%;;
FOUSA09G33;03/02/2014;MSCI US Small Cap Growth NR USD;;28.46%;;;18.82%;;
XIUSA04FKR;03/02/2014;MSCI USA Value NR USD;;15.74%;;;13.66%;;
XIUSA04G92;03/02/2014;S&P 500 TR USD;;18.39%;;;13.78%;;
FOUSA06GBU;03/02/2014;TOPIX TR JPY;;26.13%;;;29.80%;;
F0GBR05TBZ;27/01/2014;iMGP European Corporate Bds C EUR;LU0167813129;6.78%;;;3.83%;;
F000002OH8;27/01/2014;iMGP Euro Fixed Income I EUR;LU0335770102;5.32%;;;3.83%;;
F00000JPT5;27/01/2014;iMGP Italian Opportunities I EUR;LU0536296873;21.45%;;;21.85%;;
F00000NCCS;27/01/2014;iMGP US High Yield I USD;LU0688633840;5.76%;;;4.10%;;
F00000OU30;27/01/2014;iMGP US Value R USD;LU0821216842;12.47%;;;11.97%;;
F00000Q0N6;27/01/2014;iMGP Sustainable Europe I EUR;LU0933606302;;;;14.53%;;
F00000Q0P4;27/01/2014;iMGP US Small&Mid Company Gr I USD;LU0933609405;;;;16.77%;;
F00000QHZ0;27/01/2014;iMGP US Core Plus I M USD;LU0970691233;;;;2.96%;;
F00000UQH8;27/01/2014;iMGP Absolute Return GBP I M GBP;LU1130232017;4.23%;;;3.84%;;
XIUSA00108;27/01/2014;Bloomberg Euro Agg Bond TR EUR;;4.22%;;;3.16%;;
XIUSA000MH;27/01/2014;Bloomberg US Interm Credit TR USD;;1.24%;;;3.33%;;
EUCA000564;27/01/2014;EAA Fund EUR Cautious Allocation - Global;;2.48%;;;1.93%;;
EUCA000690;27/01/2014;EAA Fund EUR Corporate Bond;;4.33%;;;1.92%;;
EUCA000587;27/01/2014;EAA Fund EUR Diversified Bond;;3.21%;;;1.74%;;
EUCA000922;27/01/2014;EAA Fund EUR Subordinated Bond;;9.42%;;;2.16%;;
EUCA000511;27/01/2014;EAA Fund Europe Large-Cap Blend Equity;;13.76%;;;11.52%;;
EUCA000621;27/01/2014;EAA Fund GBP Allocation 0-20% Equity;;3.51%;;;2.81%;;
EUCA000640;27/01/2014;EAA Fund Italy Equity;;19.20%;;;18.18%;;
EUCA000915;27/01/2014;EAA Fund Japan Flex-Cap Equity;;44.84%;;;23.85%;;
EUCA000812;27/01/2014;EAA Fund Multistrategy EUR;;2.82%;;;2.68%;;
EUCA001010;27/01/2014;EAA Fund Multistrategy USD;;1.20%;;;3.94%;;
EUCA000528;27/01/2014;EAA Fund US Large-Cap Value Equity;;19.59%;;;10.27%;;
EUCA000853;27/01/2014;EAA Fund US Mid-Cap Equity;;24.61%;;;11.49%;;
EUCA000691;27/01/2014;EAA Fund USD Corporate Bond;;1.42%;;;3.24%;;
EUCA000746;27/01/2014;EAA Fund USD Flexible Allocation;;3.87%;;;5.18%;;
EUCA000583;27/01/2014;EAA Fund USD High Yield Bond;;5.07%;;;3.27%;;
FOUSA08SQ4;27/01/2014;FTSE Italia AllShare PR EUR;;8.90%;;;23.73%;;
FOUSA08IE9;27/01/2014;ICE BofA EUR Overnight OR TR EUR;;0.10%;;;0.01%;;
FOUSA05UOK;27/01/2014;ICE BofA Euro Corporate TR EUR;;4.55%;;;2.66%;;
FOUSA08BV1;27/01/2014;ICE BofA Euro Subod Fin TR EUR;;9.41%;;;3.79%;;
F000016NOS;27/01/2014;ICE BofA SONIA Overnight Bid TR GBP;;0.36%;;;0.02%;;
XIUSA04CX8;27/01/2014;ICE BofA US 3M Trsy Bill TR USD;;0.08%;;;0.04%;;
XIUSA04EPI;27/01/2014;ICE BofA US High Yield TR USD;;6.25%;;;3.62%;;
FOUSA07WOV;27/01/2014;MSCI Europe NR EUR;;13.22%;;;14.46%;;
FOUSA09G33;27/01/2014;MSCI US Small Cap Growth NR USD;;31.76%;;;18.34%;;
XIUSA04FKR;27/01/2014;MSCI USA Value NR USD;;18.13%;;;13.47%;;
XIUSA04G92;27/01/2014;S&P 500 TR USD;;20.20%;;;13.56%;;
FOUSA06GBU;27/01/2014;TOPIX TR JPY;;39.08%;;;28.97%;;
F0GBR05TBZ;20/01/2014;iMGP European Corporate Bds C EUR;LU0167813129;6.17%;;;3.85%;;
F000002OH8;20/01/2014;iMGP Euro Fixed Income I EUR;LU0335770102;4.60%;;;3.87%;;
F00000JPT5;20/01/2014;iMGP Italian Opportunities I EUR;LU0536296873;25.84%;;;21.68%;;
F00000NCCS;20/01/2014;iMGP US High Yield I USD;LU0688633840;6.42%;;;4.06%;;
F00000OU30;20/01/2014;iMGP US Value R USD;LU0821216842;18.49%;;;11.59%;;
F00000Q0N6;20/01/2014;iMGP Sustainable Europe I EUR;LU0933606302;;;;13.70%;;
F00000Q0P4;20/01/2014;iMGP US Small&Mid Company Gr I USD;LU0933609405;;;;15.84%;;
F00000QHZ0;20/01/2014;iMGP US Core Plus I M USD;LU0970691233;;;;3.04%;;
F00000UQH8;20/01/2014;iMGP Absolute Return GBP I M GBP;LU1130232017;4.66%;;;3.80%;;
XIUSA00108;20/01/2014;Bloomberg Euro Agg Bond TR EUR;;3.51%;;;3.20%;;
XIUSA000MH;20/01/2014;Bloomberg US Interm Credit TR USD;;0.31%;;;3.32%;;
EUCA000564;20/01/2014;EAA Fund EUR Cautious Allocation - Global;;3.18%;;;1.85%;;
EUCA000690;20/01/2014;EAA Fund EUR Corporate Bond;;3.66%;;;1.96%;;
EUCA000587;20/01/2014;EAA Fund EUR Diversified Bond;;2.77%;;;1.76%;;
EUCA000922;20/01/2014;EAA Fund EUR Subordinated Bond;;8.84%;;;2.18%;;
EUCA000511;20/01/2014;EAA Fund Europe Large-Cap Blend Equity;;19.27%;;;11.12%;;
EUCA000621;20/01/2014;EAA Fund GBP Allocation 0-20% Equity;;4.63%;;;2.75%;;
EUCA000640;20/01/2014;EAA Fund Italy Equity;;23.77%;;;18.01%;;
EUCA000915;20/01/2014;EAA Fund Japan Flex-Cap Equity;;54.09%;;;23.64%;;
EUCA000812;20/01/2014;EAA Fund Multistrategy EUR;;3.49%;;;2.58%;;
EUCA001010;20/01/2014;EAA Fund Multistrategy USD;;3.07%;;;3.80%;;
EUCA000528;20/01/2014;EAA Fund US Large-Cap Value Equity;;25.41%;;;9.93%;;
EUCA000853;20/01/2014;EAA Fund US Mid-Cap Equity;;31.31%;;;11.09%;;
EUCA000691;20/01/2014;EAA Fund USD Corporate Bond;;0.70%;;;3.25%;;
EUCA000746;20/01/2014;EAA Fund USD Flexible Allocation;;6.25%;;;5.03%;;
EUCA000583;20/01/2014;EAA Fund USD High Yield Bond;;5.83%;;;3.25%;;
FOUSA08SQ4;20/01/2014;FTSE Italia AllShare PR EUR;;13.42%;;;23.57%;;
FOUSA08IE9;20/01/2014;ICE BofA EUR Overnight OR TR EUR;;0.10%;;;0.01%;;
FOUSA05UOK;20/01/2014;ICE BofA Euro Corporate TR EUR;;3.69%;;;2.71%;;
FOUSA08BV1;20/01/2014;ICE BofA Euro Subod Fin TR EUR;;8.15%;;;3.86%;;
F000016NOS;20/01/2014;ICE BofA SONIA Overnight Bid TR GBP;;0.36%;;;0.02%;;
XIUSA04CX8;20/01/2014;ICE BofA US 3M Trsy Bill TR USD;;0.08%;;;0.04%;;
XIUSA04EPI;20/01/2014;ICE BofA US High Yield TR USD;;6.91%;;;3.60%;;
FOUSA07WOV;20/01/2014;MSCI Europe NR EUR;;19.24%;;;14.04%;;
FOUSA09G33;20/01/2014;MSCI US Small Cap Growth NR USD;;39.59%;;;17.77%;;
XIUSA04FKR;20/01/2014;MSCI USA Value NR USD;;23.92%;;;13.18%;;
XIUSA04G92;20/01/2014;S&P 500 TR USD;;26.26%;;;13.18%;;
FOUSA06GBU;20/01/2014;TOPIX TR JPY;;47.02%;;;28.67%;;
F0GBR05TBZ;13/01/2014;iMGP European Corporate Bds C EUR;LU0167813129;5.57%;;;3.86%;;
F000002OH8;13/01/2014;iMGP Euro Fixed Income I EUR;LU0335770102;4.20%;;;3.88%;;
F00000JPT5;13/01/2014;iMGP Italian Opportunities I EUR;LU0536296873;28.50%;;;21.73%;;
F00000NCCS;13/01/2014;iMGP US High Yield I USD;LU0688633840;6.52%;;;4.07%;;
F00000OU30;13/01/2014;iMGP US Value R USD;LU0821216842;20.13%;;;11.60%;;
F00000Q0N6;13/01/2014;iMGP Sustainable Europe I EUR;LU0933606302;;;;13.94%;;
F00000Q0P4;13/01/2014;iMGP US Small&Mid Company Gr I USD;LU0933609405;;;;16.11%;;
F00000QHZ0;13/01/2014;iMGP US Core Plus I M USD;LU0970691233;;;;3.21%;;
F00000UQH8;13/01/2014;iMGP Absolute Return GBP I M GBP;LU1130232017;5.04%;;;3.79%;;
XIUSA00108;13/01/2014;Bloomberg Euro Agg Bond TR EUR;;3.04%;;;3.21%;;
XIUSA000MH;13/01/2014;Bloomberg US Interm Credit TR USD;;0.27%;;;3.32%;;
EUCA000564;13/01/2014;EAA Fund EUR Cautious Allocation - Global;;3.06%;;;1.85%;;
EUCA000690;13/01/2014;EAA Fund EUR Corporate Bond;;3.20%;;;1.96%;;
EUCA000587;13/01/2014;EAA Fund EUR Diversified Bond;;2.40%;;;1.76%;;
EUCA000922;13/01/2014;EAA Fund EUR Subordinated Bond;;8.43%;;;2.19%;;
EUCA000511;13/01/2014;EAA Fund Europe Large-Cap Blend Equity;;19.63%;;;11.12%;;
EUCA000621;13/01/2014;EAA Fund GBP Allocation 0-20% Equity;;5.02%;;;2.74%;;
EUCA000640;13/01/2014;EAA Fund Italy Equity;;26.29%;;;18.07%;;
EUCA000915;13/01/2014;EAA Fund Japan Flex-Cap Equity;;52.47%;;;23.83%;;
EUCA000812;13/01/2014;EAA Fund Multistrategy EUR;;3.21%;;;2.58%;;
EUCA001010;13/01/2014;EAA Fund Multistrategy USD;;3.69%;;;3.79%;;
EUCA000528;13/01/2014;EAA Fund US Large-Cap Value Equity;;27.23%;;;9.94%;;
EUCA000853;13/01/2014;EAA Fund US Mid-Cap Equity;;32.52%;;;11.11%;;
EUCA000691;13/01/2014;EAA Fund USD Corporate Bond;;0.35%;;;3.25%;;
EUCA000746;13/01/2014;EAA Fund USD Flexible Allocation;;6.35%;;;5.04%;;
EUCA000583;13/01/2014;EAA Fund USD High Yield Bond;;5.77%;;;3.25%;;
FOUSA08SQ4;13/01/2014;FTSE Italia AllShare PR EUR;;15.46%;;;23.62%;;
FOUSA08IE9;13/01/2014;ICE BofA EUR Overnight OR TR EUR;;0.10%;;;0.01%;;
FOUSA05UOK;13/01/2014;ICE BofA Euro Corporate TR EUR;;3.13%;;;2.71%;;
FOUSA08BV1;13/01/2014;ICE BofA Euro Subod Fin TR EUR;;7.57%;;;3.87%;;
F000016NOS;13/01/2014;ICE BofA SONIA Overnight Bid TR GBP;;0.36%;;;0.02%;;
XIUSA04CX8;13/01/2014;ICE BofA US 3M Trsy Bill TR USD;;0.09%;;;0.04%;;
XIUSA04EPI;13/01/2014;ICE BofA US High Yield TR USD;;7.01%;;;3.61%;;
FOUSA07WOV;13/01/2014;MSCI Europe NR EUR;;19.30%;;;14.04%;;
FOUSA09G33;13/01/2014;MSCI US Small Cap Growth NR USD;;40.78%;;;17.78%;;
XIUSA04FKR;13/01/2014;MSCI USA Value NR USD;;26.28%;;;13.20%;;
XIUSA04G92;13/01/2014;S&P 500 TR USD;;28.24%;;;13.18%;;
FOUSA06GBU;13/01/2014;TOPIX TR JPY;;45.63%;;;28.94%;;
F0GBR05TBZ;06/01/2014;iMGP European Corporate Bds C EUR;LU0167813129;5.07%;;;3.85%;;
F000002OH8;06/01/2014;iMGP Euro Fixed Income I EUR;LU0335770102;3.97%;;;3.88%;;
F00000JPT5;06/01/2014;iMGP Italian Opportunities I EUR;LU0536296873;28.01%;;;21.76%;;
F00000NCCS;06/01/2014;iMGP US High Yield I USD;LU0688633840;6.45%;;;4.08%;;
F00000OU30;06/01/2014;iMGP US Value R USD;LU0821216842;20.53%;;;11.57%;;
F00000Q0N6;06/01/2014;iMGP Sustainable Europe I EUR;LU0933606302;;;;14.01%;;
F00000Q0P4;06/01/2014;iMGP US Small&Mid Company Gr I USD;LU0933609405;;;;15.71%;;
F00000QHZ0;06/01/2014;iMGP US Core Plus I M USD;LU0970691233;;;;2.92%;;
F00000UQH8;06/01/2014;iMGP Absolute Return GBP I M GBP;LU1130232017;4.92%;;;3.76%;;
XIUSA00108;06/01/2014;Bloomberg Euro Agg Bond TR EUR;;2.83%;;;3.20%;;
XIUSA000MH;06/01/2014;Bloomberg US Interm Credit TR USD;;-0.10%;;;3.27%;;
EUCA000564;06/01/2014;EAA Fund EUR Cautious Allocation - Global;;2.78%;;;1.85%;;
EUCA000690;06/01/2014;EAA Fund EUR Corporate Bond;;2.94%;;;1.97%;;
EUCA000587;06/01/2014;EAA Fund EUR Diversified Bond;;2.21%;;;1.75%;;
EUCA000922;06/01/2014;EAA Fund EUR Subordinated Bond;;8.37%;;;2.20%;;
EUCA000511;06/01/2014;EAA Fund Europe Large-Cap Blend Equity;;17.76%;;;11.09%;;
EUCA000621;06/01/2014;EAA Fund GBP Allocation 0-20% Equity;;5.17%;;;2.75%;;
EUCA000640;06/01/2014;EAA Fund Italy Equity;;26.07%;;;18.11%;;
EUCA000915;06/01/2014;EAA Fund Japan Flex-Cap Equity;;59.72%;;;23.82%;;
EUCA000812;06/01/2014;EAA Fund Multistrategy EUR;;2.56%;;;2.59%;;
EUCA001010;06/01/2014;EAA Fund Multistrategy USD;;4.39%;;;3.70%;;
EUCA000528;06/01/2014;EAA Fund US Large-Cap Value Equity;;28.61%;;;9.89%;;
EUCA000853;06/01/2014;EAA Fund US Mid-Cap Equity;;33.18%;;;11.04%;;
EUCA000691;06/01/2014;EAA Fund USD Corporate Bond;;0.23%;;;3.21%;;
EUCA000746;06/01/2014;EAA Fund USD Flexible Allocation;;6.79%;;;5.04%;;
EUCA000583;06/01/2014;EAA Fund USD High Yield Bond;;5.95%;;;3.26%;;
FOUSA08SQ4;06/01/2014;FTSE Italia AllShare PR EUR;;15.56%;;;23.70%;;
FOUSA08IE9;06/01/2014;ICE BofA EUR Overnight OR TR EUR;;0.09%;;;0.01%;;
FOUSA05UOK;06/01/2014;ICE BofA Euro Corporate TR EUR;;2.85%;;;2.72%;;
FOUSA08BV1;06/01/2014;ICE BofA Euro Subod Fin TR EUR;;7.03%;;;3.87%;;
F000016NOS;06/01/2014;ICE BofA SONIA Overnight Bid TR GBP;;0.36%;;;0.02%;;
XIUSA04CX8;06/01/2014;ICE BofA US 3M Trsy Bill TR USD;;0.08%;;;0.04%;;
XIUSA04EPI;06/01/2014;ICE BofA US High Yield TR USD;;6.95%;;;3.61%;;
FOUSA07WOV;06/01/2014;MSCI Europe NR EUR;;17.52%;;;14.00%;;
FOUSA09G33;06/01/2014;MSCI US Small Cap Growth NR USD;;40.62%;;;17.56%;;
XIUSA04FKR;06/01/2014;MSCI USA Value NR USD;;27.48%;;;13.11%;;
XIUSA04G92;06/01/2014;S&P 500 TR USD;;28.81%;;;13.04%;;
FOUSA06GBU;06/01/2014;TOPIX TR JPY;;52.73%;;;28.74%;;
F0GBR05TBZ;30/12/2013;iMGP European Corporate Bds C EUR;LU0167813129;5.27%;;;3.85%;;
F000002OH8;30/12/2013;iMGP Euro Fixed Income I EUR;LU0335770102;3.67%;;;3.87%;;
F00000JPT5;30/12/2013;iMGP Italian Opportunities I EUR;LU0536296873;30.56%;;;22.04%;;
F00000NCCS;30/12/2013;iMGP US High Yield I USD;LU0688633840;7.15%;;;4.12%;;
F00000OU30;30/12/2013;iMGP US Value R USD;LU0821216842;22.81%;;;11.69%;;
F00000Q0N6;30/12/2013;iMGP Sustainable Europe I EUR;LU0933606302;;;;14.19%;;
F00000Q0P4;30/12/2013;iMGP US Small&Mid Company Gr I USD;LU0933609405;;;;15.79%;;
F00000QHZ0;30/12/2013;iMGP US Core Plus I M USD;LU0970691233;;;;2.80%;;
F00000UQH8;30/12/2013;iMGP Absolute Return GBP I M GBP;LU1130232017;4.74%;;;3.76%;;
XIUSA00108;30/12/2013;Bloomberg Euro Agg Bond TR EUR;;2.17%;;;3.21%;;
XIUSA000MH;30/12/2013;Bloomberg US Interm Credit TR USD;;-0.17%;;;3.25%;;
EUCA000564;30/12/2013;EAA Fund EUR Cautious Allocation - Global;;3.04%;;;1.88%;;
EUCA000690;30/12/2013;EAA Fund EUR Corporate Bond;;2.68%;;;1.97%;;
EUCA000587;30/12/2013;EAA Fund EUR Diversified Bond;;1.69%;;;1.74%;;
EUCA000922;30/12/2013;EAA Fund EUR Subordinated Bond;;9.18%;;;2.27%;;
EUCA000511;30/12/2013;EAA Fund Europe Large-Cap Blend Equity;;19.84%;;;11.22%;;
EUCA000621;30/12/2013;EAA Fund GBP Allocation 0-20% Equity;;5.49%;;;2.75%;;
EUCA000640;30/12/2013;EAA Fund Italy Equity;;28.19%;;;18.35%;;
EUCA000915;30/12/2013;EAA Fund Japan Flex-Cap Equity;;60.30%;;;24.04%;;
EUCA000812;30/12/2013;EAA Fund Multistrategy EUR;;2.77%;;;2.62%;;
EUCA001010;30/12/2013;EAA Fund Multistrategy USD;;5.15%;;;3.74%;;
EUCA000528;30/12/2013;EAA Fund US Large-Cap Value Equity;;32.69%;;;10.26%;;
EUCA000853;30/12/2013;EAA Fund US Mid-Cap Equity;;37.56%;;;11.33%;;
EUCA000691;30/12/2013;EAA Fund USD Corporate Bond;;-0.12%;;;3.22%;;
EUCA000746;30/12/2013;EAA Fund USD Flexible Allocation;;8.07%;;;5.10%;;
EUCA000583;30/12/2013;EAA Fund USD High Yield Bond;;6.37%;;;3.28%;;
FOUSA08SQ4;30/12/2013;FTSE Italia AllShare PR EUR;;17.63%;;;23.94%;;
FOUSA08IE9;30/12/2013;ICE BofA EUR Overnight OR TR EUR;;0.09%;;;0.01%;;
FOUSA05UOK;30/12/2013;ICE BofA Euro Corporate TR EUR;;2.39%;;;2.74%;;
FOUSA08BV1;30/12/2013;ICE BofA Euro Subod Fin TR EUR;;7.32%;;;3.90%;;
F000016NOS;30/12/2013;ICE BofA SONIA Overnight Bid TR GBP;;0.36%;;;0.02%;;
XIUSA04CX8;30/12/2013;ICE BofA US 3M Trsy Bill TR USD;;0.07%;;;0.04%;;
XIUSA04EPI;30/12/2013;ICE BofA US High Yield TR USD;;7.42%;;;3.64%;;
FOUSA07WOV;30/12/2013;MSCI Europe NR EUR;;19.82%;;;14.15%;;
FOUSA09G33;30/12/2013;MSCI US Small Cap Growth NR USD;;44.24%;;;17.72%;;
XIUSA04FKR;30/12/2013;MSCI USA Value NR USD;;31.22%;;;13.40%;;
XIUSA04G92;30/12/2013;S&P 500 TR USD;;32.39%;;;13.33%;;
FOUSA06GBU;30/12/2013;TOPIX TR JPY;;54.41%;;;28.95%;;
F0GBR05TBZ;23/12/2013;iMGP European Corporate Bds C EUR;LU0167813129;5.45%;;;3.84%;;
F000002OH8;23/12/2013;iMGP Euro Fixed Income I EUR;LU0335770102;3.75%;;;3.86%;;
F00000JPT5;23/12/2013;iMGP Italian Opportunities I EUR;LU0536296873;28.44%;;;22.01%;;
F00000NCCS;23/12/2013;iMGP US High Yield I USD;LU0688633840;6.91%;;;4.12%;;
F00000OU30;23/12/2013;iMGP US Value R USD;LU0821216842;20.79%;;;11.68%;;
F00000Q0N6;23/12/2013;iMGP Sustainable Europe I EUR;LU0933606302;;;;14.23%;;
F00000Q0P4;23/12/2013;iMGP US Small&Mid Company Gr I USD;LU0933609405;;;;15.99%;;
F00000QHZ0;23/12/2013;iMGP US Core Plus I M USD;LU0970691233;;;;2.40%;;
F00000UQH8;23/12/2013;iMGP Absolute Return GBP I M GBP;LU1130232017;4.71%;;;3.77%;;
XIUSA00108;23/12/2013;Bloomberg Euro Agg Bond TR EUR;;2.38%;;;3.19%;;
XIUSA000MH;23/12/2013;Bloomberg US Interm Credit TR USD;;-0.08%;;;3.26%;;
EUCA000564;23/12/2013;EAA Fund EUR Cautious Allocation - Global;;2.93%;;;1.87%;;
EUCA000690;23/12/2013;EAA Fund EUR Corporate Bond;;2.98%;;;1.97%;;
EUCA000587;23/12/2013;EAA Fund EUR Diversified Bond;;1.89%;;;1.74%;;
EUCA000922;23/12/2013;EAA Fund EUR Subordinated Bond;;9.27%;;;2.27%;;
EUCA000511;23/12/2013;EAA Fund Europe Large-Cap Blend Equity;;17.88%;;;11.19%;;
EUCA000621;23/12/2013;EAA Fund GBP Allocation 0-20% Equity;;5.49%;;;2.76%;;
EUCA000640;23/12/2013;EAA Fund Italy Equity;;26.34%;;;18.33%;;
EUCA000915;23/12/2013;EAA Fund Japan Flex-Cap Equity;;58.99%;;;24.00%;;
EUCA000812;23/12/2013;EAA Fund Multistrategy EUR;;2.72%;;;2.63%;;
EUCA001010;23/12/2013;EAA Fund Multistrategy USD;;5.05%;;;3.73%;;
EUCA000528;23/12/2013;EAA Fund US Large-Cap Value Equity;;30.68%;;;10.36%;;
